cluster_80_id	SRR6451254	SRR6451255	SRR6451256	SRR6451257	SRR6451258	SRR6451259	SRR6451260	SRR6451261	SRR6451662	SRR6451663	SRR6451664	SRR6451665	SRR6451666	SRR6451667	SRR6451668	SRR6451669	SRR6451670	SRR6451671	SRR6451672	SRR6451673	SRR6451674	SRR6451675	SRR6451676	SRR6451677	SRR6451678	SRR6451679	SRR6451680	SRR6451681	SRR6451682	SRR6451683	SRR6451684	SRR6451685	SRR6451686	SRR6451687	SRR6451688	SRR6451689	SRR6451690	SRR6451691	SRR6451692	SRR6456128	SRR6456129	SRR6456130	SRR6456131	SRR6456132	SRR6456134	SRR6456135	SRR6456136	SRR6456137	SRR6456138	SRR6456139	SRR6456140	SRR6456141	SRR6456142	SRR6456143	SRR6456144	SRR6456145	SRR6456146	SRR6456147	SRR6456148	SRR6456149	SRR6456150	SRR6456151	SRR6456152	SRR6456153	SRR6456154	SRR6456155	SRR6456156	SRR6456157	SRR6456158	SRR6456159	SRR6456160	SRR6456161	SRR6456162	SRR6456163	SRR6456164	SRR6456165	SRR6456166	SRR6456167	SRR6456168	SRR6456169	SRR6456170	SRR6456171	SRR6456172	SRR6456173	SRR6456174	SRR6456175	SRR6456176	SRR6456177	SRR6456178	SRR6456179	SRR6456180	SRR6456181	SRR6456182	SRR6456183	SRR6456184	SRR6456185	SRR6456186	SRR6456187	SRR6456188	SRR6456189	SRR6456191	SRR6456192	SRR6456193	SRR6456194	SRR6456195	SRR6456196	SRR6456197	SRR6456198	SRR6456200	SRR6456201	SRR6456202	SRR6456203	SRR6456204	SRR6456205	SRR6456206	SRR6456207	SRR6456208	SRR6456209	SRR6456210	SRR6456211	SRR6456212	SRR6456213	SRR6456214	SRR6456215	SRR6456216	SRR6456217	SRR6456218	SRR6456219	SRR6456220	SRR6456221	SRR6456222	SRR6456223	SRR6456224	SRR6456225	SRR6456226	SRR6456227	SRR6456228	SRR6456229	SRR6456230	SRR6456231	SRR6456232	SRR6456233	SRR6456234	SRR6456235	SRR6456236	SRR6456237	SRR6456238	SRR6456239	SRR6456240	SRR6456241	SRR6456242	SRR6456243	SRR6456244	SRR6456245	SRR6456246	SRR6456247	SRR6456248	SRR6456249	SRR6456250	SRR6456251	SRR6456252	SRR6456253	SRR6456254	SRR6456255	SRR6456352	SRR6456353	SRR6456354	SRR6456356	SRR6456357	SRR6456358	SRR6456359	SRR6456360	SRR6456361	SRR6456362	SRR6456363	SRR6456364	SRR6456365	SRR6456366	SRR6456368	SRR6456369	SRR6456370	SRR6456371	SRR6456372	SRR6456373	SRR6456374	SRR6456375	SRR6456376	SRR6456377	SRR6451262	SRR6456133	SRR6456190	SRR6456199	SRR6456355	SRR6456367
GCF_001998765.1_01255	25.463508	0.0	101.137727	64.942043	0.0	0.0	0.0	0.0	24.852898	7.679509	0.323405	3.875993	3.422776	0.0	0.432083	0.0	0.0	23.542283	0.0	3.136749	0.0	0.863962	0.0	2.18785	0.0	0.0	0.0	0.0	1.637165	0.0	9.959182	0.356527	2.1479	28.94303	7.303211	1.186533	0.55267	5.532354	12.466727	1.302783	1.783645	5.184895	1.39529	5.914844	7.432023	2.124164	5.911589	8.330291	1.923512	0.0	4.535392	0.0	0.542218	0.0	2.217699	0.0	24.516696	0.0	1.109603	0.0	0.0	1.075529	6.948603	1.833112	11.905897	2.568742	0.0	0.0	0.0	1.933724	0.0	0.0	0.929605	4.173837	0.132726	15.602605	0.158472	6.722123	6.712693	0.487841	0.65938	0.026962	5.316432	0.0	0.0	0.477194	20.43993	0.0	5.396425	2.401864	8.395421	7.436545	3.112862	0.578714	0.0	35.495925	0.328354	0.0	0.0	14.074812	0.0	0.0	0.0	0.0	0.0	9.799808	27.037754	4.706397	0.33752	0.0	0.386238	3.119095	0.0	0.352032	7.871913	0.634124	0.0	60.418331	4.818802	33.012421	0.0	0.110189	0.0	0.0	3.812342	7.139688	4.062015	0.0	0.0	0.0	0.0	0.0	13.701444	7.745571	0.0	71.696708	0.0	10.423191	9.779138	37.594375	2.165201	1.713488	8.653825	5.441726	23.786212	1.806447	10.683872	3.830328	43.299972	8.389388	6.908181	0.868606	3.867693	1.28435	0.151943	2.374142	2.32141	8.964396	1.970392	5.004709	4.16376	0.0	0.0	7.711245	2.568062	1.111729	2.929122	26.124678	15.038205	37.900454	0.0	8.741061	7.784458	0.33363	18.53617	5.171438	0.005305	3.763604	7.473255	0.0	1.685787	27.844152	3.648923	0.0	1.586092	1.01301	2.024072	2.431123	14.24098	6.295016	0.0	0.0	0.64482	0.885339
GCF_001998765.1_01279	123.472395	0.0	83.284504	148.396132	0.0	0.0	0.0	0.0	2.732477	26.312445	1.403115	3.807457	8.470879	0.0	1.13554	0.0	0.0	41.229239	0.0	18.983257	0.0	2.441624	0.0	12.6002	0.0	0.0	0.0	0.0	3.820277	0.0	52.643124	0.610476	1.059381	23.03347	20.743428	5.107148	3.824434	8.742469	12.931069	4.032979	11.661102	9.82374	1.080723	4.081478	15.930792	3.01855	16.490456	36.310219	6.753244	0.0	5.073362	0.0	1.906936	0.0	9.365822	0.0	88.063008	0.0	0.57355	0.0	0.0	0.901271	14.537567	7.70815	6.811758	4.835033	0.0	0.0	0.0	3.022669	0.0	0.0	2.137128	3.566223	0.229996	15.903108	1.122821	21.962696	22.845966	1.016742	2.48454	0.964486	3.38159	0.0	0.0	0.957114	35.551809	0.0	15.140836	4.602109	8.746706	15.498104	1.778188	2.267476	0.0	299.032803	10.705481	0.0	0.0	27.429544	0.0	0.0	0.0	0.230299	0.0	16.638963	56.392489	68.356819	1.945783	0.0	1.150759	3.742567	0.0	1.574349	18.774102	5.454192	0.0	102.813599	21.802396	76.397196	0.0	0.041385	0.0	0.0	12.658638	13.310681	14.52763	0.0	0.0	0.0	0.0	0.0	8.201353	8.330633	0.0	137.720385	0.0	31.897936	11.81001	10.054114	9.910051	39.038924	8.762878	2.574331	25.450094	2.763811	70.411393	10.068372	67.962379	17.968718	84.820932	2.794246	6.599076	1.771639	0.94989	1.79726	5.996879	14.932348	4.977132	36.425921	3.503253	0.0	0.0	24.213231	20.170801	5.294568	2.720832	157.180551	36.463427	17.571478	0.0	29.418609	8.902788	2.543933	39.622815	4.838253	0.035926	2.141207	6.505564	0.0	3.721547	32.983985	15.890128	0.0	5.478218	6.110481	4.888354	38.512864	46.848347	10.621482	0.0	0.0	5.389756	0.944203
GCF_001998765.1_01794	0.798499	0.0	1.070354	4.922492	0.0	0.0	0.0	0.0	2.608944	4.105071	1.232201	2.399214	0.636168	0.0	1.923516	0.0	0.0	3.234298	0.0	2.839829	0.0	2.054631	0.0	1.676528	0.0	0.0	0.0	0.0	2.075877	0.0	24.832425	1.320668	1.464474	1.29965	2.008729	1.132991	2.572422	2.43775	1.35651	2.712639	1.308717	4.005282	1.73538	1.600223	4.530424	1.69585	2.109471	2.39198	3.535228	0.0	1.89546	0.0	1.879649	0.0	2.951423	0.0	3.197602	0.0	1.574403	0.0	0.0	1.767119	16.063432	2.346915	3.636496	2.213416	0.0	0.0	0.0	1.518281	0.0	0.0	1.559902	1.814402	2.113635	2.675916	26.973488	2.344319	1.300878	1.172558	1.867677	1.574991	2.346402	0.0	0.0	1.822983	6.290951	0.0	1.983378	2.574332	2.071509	1.465842	2.086299	1.892327	0.0	2.935354	2.092408	0.0	0.0	4.108389	0.0	0.0	0.0	1.781724	0.0	2.237661	2.241329	2.699518	1.721843	0.0	1.405218	2.107552	0.0	4.110869	1.555272	1.631534	0.0	2.433118	6.514696	2.562025	0.0	1.546445	0.0	0.0	0.771253	2.325731	5.77596	0.0	0.0	0.0	0.0	0.0	2.558786	2.577573	0.0	1.263565	0.0	2.890902	1.413517	2.020638	2.330644	1.632634	1.825488	2.832713	2.355163	1.831224	1.266607	1.520882	3.172968	1.295662	2.131256	2.066421	1.485482	1.760572	1.629558	1.979756	1.448743	2.080276	1.093357	1.729286	1.560831	0.0	0.0	2.379388	2.117217	2.147004	1.309836	3.417133	2.354477	2.921153	0.0	1.430168	1.966586	1.540151	3.073841	2.682126	1.342787	1.711551	2.127566	0.0	1.830624	1.456736	1.324932	0.0	1.66612	1.509161	1.114033	2.697662	3.155364	1.455352	0.0	0.0	1.235411	1.553152
GCF_001998765.1_01632	1.182374	0.0	1.50963	2.529464	0.0	0.0	0.0	0.0	2.063949	2.30865	1.461683	2.518554	1.628565	0.0	1.354143	0.0	0.0	3.191508	0.0	2.624622	0.0	1.952575	0.0	1.897711	0.0	0.0	0.0	0.0	1.277818	0.0	11.781482	1.779132	1.215499	1.537117	1.489245	1.915145	2.100471	2.629094	2.376209	2.536369	1.369345	2.644093	1.98754	2.754001	1.033213	1.825083	3.893308	2.574879	1.940921	0.0	1.597657	0.0	2.216914	0.0	1.956271	0.0	3.402734	0.0	1.514044	0.0	0.0	3.511583	2.95453	2.024335	2.218393	1.669286	0.0	0.0	0.0	1.507966	0.0	0.0	2.40603	1.71538	2.257949	2.581039	2.733585	2.25536	1.077924	1.419889	2.126422	1.945887	1.686215	0.0	0.0	2.301739	3.33395	0.0	2.065537	2.578927	1.509966	1.99627	1.601468	1.571788	0.0	3.169125	1.993953	0.0	0.0	2.048298	0.0	0.0	0.0	2.074169	0.0	2.245004	1.690047	3.053919	2.099054	0.0	1.641559	1.477732	0.0	2.414307	2.215703	1.935533	0.0	2.106108	3.760977	2.914336	0.0	1.610626	0.0	0.0	2.700212	2.480081	2.658974	0.0	0.0	0.0	0.0	0.0	3.452583	2.180965	0.0	1.061257	0.0	1.286087	2.179976	1.731305	1.943119	1.640012	1.740052	1.94764	2.04082	2.176572	1.250414	1.409874	2.162593	1.974703	4.139917	1.698742	1.468718	1.856991	1.788279	1.728918	1.42284	2.595609	1.434895	1.352603	1.148722	0.0	0.0	1.920847	1.893739	2.000138	1.767236	1.400775	2.615178	1.270819	0.0	1.583068	2.061226	1.936887	3.010576	2.1887	1.714909	2.515136	2.383459	0.0	1.523921	2.259973	2.671605	0.0	1.759514	1.367592	1.594987	1.81843	2.01206	1.50035	0.0	0.0	1.309634	1.480385
GCF_001998765.1_01673	0.868441	0.0	1.229643	4.27273	0.0	0.0	0.0	0.0	3.096343	3.602917	1.302155	2.410943	1.187124	0.0	1.170241	0.0	0.0	1.553054	0.0	2.71753	0.0	2.039264	0.0	1.417044	0.0	0.0	0.0	0.0	2.416588	0.0	12.879721	1.048745	0.979783	1.45646	2.113278	2.51781	1.715125	2.605762	1.910316	2.017992	1.61836	2.768326	1.820026	4.497668	2.692245	1.906793	4.935691	2.13803	2.418689	0.0	2.229641	0.0	1.912916	0.0	1.109314	0.0	2.392583	0.0	1.5287	0.0	0.0	3.512219	11.768374	2.528013	3.001195	2.252052	0.0	0.0	0.0	1.334948	0.0	0.0	1.693872	1.445498	2.16013	2.502661	12.547955	2.628552	1.34607	1.164905	2.220863	1.875967	0.560214	0.0	0.0	1.909377	2.902475	0.0	0.763102	2.085809	1.622836	2.542025	0.74026	1.486368	0.0	2.955978	2.13372	0.0	0.0	2.394919	0.0	0.0	0.0	2.263863	0.0	1.873631	3.180097	3.663642	1.783505	0.0	1.353513	1.741663	0.0	1.550219	1.365323	1.302368	0.0	1.835513	2.652241	2.566586	0.0	2.17266	0.0	0.0	1.658065	2.612251	2.223398	0.0	0.0	0.0	0.0	0.0	4.453624	1.848413	0.0	1.3599	0.0	1.325032	1.542771	1.60653	1.059826	1.386874	1.696339	2.061109	2.063741	1.770304	1.838049	2.014446	2.539514	1.627279	2.733332	1.910582	1.637903	1.546116	1.583801	2.063	1.54705	1.309582	1.687567	1.694498	1.451285	0.0	0.0	1.635609	2.249115	2.302844	1.397462	4.46723	1.849891	3.753168	0.0	1.009125	2.546479	1.508369	2.593237	2.687741	1.514238	2.048448	1.805122	0.0	2.052049	1.80987	1.499007	0.0	1.405174	1.557456	1.302579	1.902781	2.493114	1.695727	0.0	0.0	1.485242	1.51884
GCF_030864025.1_01569	13.737062	0.0	24.176382	4.652456	0.0	0.0	0.0	0.0	1.823345	11.664825	3.490951	3.162337	23.093133	0.0	0.694392	0.0	0.0	11.921592	0.0	3.682331	0.0	1.061448	0.0	0.998803	0.0	0.0	0.0	0.0	6.260513	0.0	38.4987	0.979625	1.960505	1.796846	6.332481	0.0	2.757744	5.57741	12.393375	3.083407	2.233628	18.303828	2.955242	4.152617	7.198972	1.396808	14.055352	8.727415	9.531854	0.0	8.038679	0.0	1.366303	0.0	19.211607	0.0	3.068675	0.0	0.941803	0.0	0.0	9.039715	21.440471	1.264928	4.377394	0.890513	0.0	0.0	0.0	1.983114	0.0	0.0	2.114337	5.443963	1.196354	3.847261	13.120839	6.06914	1.478344	0.713568	1.831813	0.283776	5.753743	0.0	0.0	0.130184	10.90813	0.0	5.938594	1.590481	2.825568	11.833419	1.055905	1.408834	0.0	24.383609	0.190941	0.0	0.0	8.075891	0.0	0.0	0.0	2.777661	0.0	2.456119	8.336553	16.055019	1.641522	0.0	0.840905	6.704003	0.0	4.34366	6.401499	8.924409	0.0	29.735904	12.849185	2.056827	0.0	0.720817	0.0	0.0	2.083234	1.219426	18.175262	0.0	0.0	0.0	0.0	0.0	16.866854	4.742529	0.0	11.27722	0.0	7.240515	3.779032	6.410343	5.527156	1.909301	6.741921	2.018294	3.775987	0.839066	2.187168	2.036861	22.805047	4.365207	27.53342	5.516377	3.457998	1.575491	2.377305	2.189405	3.415159	2.878519	1.148548	1.602644	1.608447	0.0	0.0	2.258265	3.250115	33.583699	3.533729	33.380552	7.08231	7.742264	0.0	8.177234	1.789592	2.597119	6.023888	5.334673	1.410599	2.400635	2.977108	0.0	4.212094	8.969456	2.661502	0.0	1.036473	2.318586	2.467855	8.47116	4.220043	2.756225	0.0	0.0	1.128874	1.354269
GCF_001998765.1_01605	0.895895	0.0	1.219973	3.90685	0.0	0.0	0.0	0.0	2.756357	3.738634	1.354213	2.250154	1.200867	0.0	1.506284	0.0	0.0	2.169306	0.0	2.546947	0.0	1.872539	0.0	1.975677	0.0	0.0	0.0	0.0	1.089393	0.0	12.966141	1.15456	1.882856	1.003848	1.8723	0.941466	2.635572	3.615489	1.364954	2.827024	1.330427	1.630312	2.023588	1.434867	3.032319	1.908371	5.331619	4.001338	3.675766	0.0	2.523017	0.0	2.292905	0.0	3.407628	0.0	1.651724	0.0	1.903401	0.0	0.0	4.88578	6.763272	2.491066	3.125383	1.908154	0.0	0.0	0.0	1.479778	0.0	0.0	1.645048	1.601922	1.929566	1.864154	17.657469	2.498945	1.611211	1.443471	2.613812	1.996836	2.005214	0.0	0.0	2.032034	5.808284	0.0	1.689473	2.685	1.334424	3.592313	1.109299	1.658655	0.0	3.043406	1.826869	0.0	0.0	4.107781	0.0	0.0	0.0	2.024329	0.0	2.792256	2.006048	2.394376	2.300921	0.0	1.441989	1.696051	0.0	5.87374	1.613371	1.737502	0.0	2.335095	8.100277	2.782639	0.0	1.52946	0.0	0.0	1.342222	3.026114	4.114427	0.0	0.0	0.0	0.0	0.0	5.447821	2.18967	0.0	1.432021	0.0	3.744518	2.191503	1.679855	1.721287	1.835819	1.645011	1.683401	1.112787	1.951461	1.489769	2.516171	1.396777	1.91277	2.02279	2.629147	1.018468	1.641941	1.78283	2.485852	1.655758	3.22863	1.266449	1.872223	2.002149	0.0	0.0	2.254488	2.702137	2.289882	1.805417	2.096802	1.686351	2.352235	0.0	2.11233	2.311321	1.635141	3.351536	2.968128	1.530021	2.22874	3.11637	0.0	2.525135	2.218566	1.970855	0.0	1.930815	1.703283	1.466275	2.979371	2.752354	1.35041	0.0	0.0	1.668923	1.591826
GCF_001998765.1_01950	49.061879	0.0	109.115676	7.170334	0.0	0.0	0.0	0.0	9.99063	24.729926	2.958447	8.989214	31.450949	0.0	6.561458	0.0	0.0	57.036779	0.0	11.658994	0.0	4.385562	0.0	9.12442	0.0	0.0	0.0	0.0	38.653852	0.0	57.212797	14.478273	25.245951	20.25683	15.27471	6.530195	9.829923	69.834453	9.202931	7.312483	6.35411	10.353695	7.522892	32.695986	7.422012	5.551406	9.959256	3.880587	17.94259	0.0	17.87491	0.0	24.337937	0.0	46.314425	0.0	126.200903	0.0	3.892734	0.0	0.0	9.332352	17.290198	6.306007	86.228127	15.860263	0.0	0.0	0.0	3.536838	0.0	0.0	7.426296	2.728882	4.019833	10.707608	7.797996	4.036387	2.170739	1.978918	6.00799	2.101102	14.378184	0.0	0.0	5.631508	45.729483	0.0	10.981692	5.324705	2.571052	22.209499	6.941315	4.74149	0.0	36.208939	2.472814	0.0	0.0	58.727891	0.0	0.0	0.0	3.670751	0.0	21.232776	166.088667	40.404215	3.130085	0.0	0.645519	5.381403	0.0	34.208201	53.450746	5.371523	0.0	128.269165	17.405441	1.248428	0.0	16.869505	0.0	0.0	26.223469	7.165722	113.10574	0.0	0.0	0.0	0.0	0.0	162.621988	10.851985	0.0	35.220726	0.0	7.096729	3.996189	54.757832	2.641029	11.978984	35.486824	7.686838	27.595098	3.581024	18.686805	9.318763	56.360278	9.761136	54.781278	1.937488	9.183104	4.739744	4.695156	4.181115	3.5889	24.987884	9.50934	9.997582	17.508123	0.0	0.0	25.744204	26.869394	86.451399	10.09575	107.540128	13.915731	36.157614	0.0	63.00405	3.237525	3.281711	8.033417	9.717783	0.604895	40.035769	1.607948	0.0	8.438191	63.262055	17.074776	0.0	5.189122	17.953623	3.647429	15.115925	12.944294	7.417518	0.0	0.0	10.772644	5.604366
GCF_001998765.1_00377	14.711302	0.0	6.921927	19.184029	0.0	0.0	0.0	0.0	15.719649	13.270811	6.785342	8.124971	6.398967	0.0	7.356468	0.0	0.0	18.096933	0.0	8.789223	0.0	7.621022	0.0	5.899889	0.0	0.0	0.0	0.0	5.660845	0.0	120.678839	4.889187	6.628485	5.072763	8.034708	6.976078	9.330485	11.211668	6.178424	9.421801	8.535076	31.616798	7.45646	18.679207	9.251362	5.348493	11.979428	21.15017	18.775116	0.0	10.319342	0.0	8.708126	0.0	10.811958	0.0	24.282867	0.0	6.381409	0.0	0.0	21.135985	47.761636	10.468177	12.578552	10.27566	0.0	0.0	0.0	8.060097	0.0	0.0	5.06781	5.704107	7.747175	9.952213	90.04602	17.607366	6.20646	4.104898	6.958399	5.580421	8.197926	0.0	0.0	7.092977	26.339573	0.0	5.660659	12.91544	7.885744	20.990803	5.367931	5.017149	0.0	11.664804	7.111182	0.0	0.0	23.504353	0.0	0.0	0.0	5.56028	0.0	6.348892	15.529106	18.044415	5.454648	0.0	3.984355	6.370713	0.0	16.537582	5.10804	6.172611	0.0	23.31006	25.995147	8.184086	0.0	7.27205	0.0	0.0	7.568305	11.35039	31.380316	0.0	0.0	0.0	0.0	0.0	21.808698	9.401392	0.0	15.832468	0.0	11.724345	5.912934	6.042528	6.595129	5.186651	9.913534	9.222335	8.351577	7.199122	6.483127	6.948333	12.833088	5.845658	22.730561	6.409285	5.045373	4.913171	6.377625	5.881707	7.20421	7.940323	5.297664	5.854229	7.242114	0.0	0.0	7.244014	12.427712	3.884478	4.37938	53.523919	31.354932	21.709096	0.0	11.62243	12.613023	3.355636	41.086413	15.113513	3.765057	6.297939	8.875867	0.0	8.914199	8.663432	13.486887	0.0	5.794545	5.457394	5.990059	13.4218	23.601953	5.441561	0.0	0.0	4.70178	5.241016
GCF_030864025.1_00120	1.064064	0.0	0.518927	0.340521	0.0	0.0	0.0	0.0	3.219845	3.418282	1.353667	2.592656	0.726288	0.0	2.975976	0.0	0.0	3.652825	0.0	3.358771	0.0	2.257047	0.0	2.313275	0.0	0.0	0.0	0.0	4.12641	0.0	0.359501	1.547061	1.443328	1.601137	2.241105	1.307817	2.449238	2.240726	2.623932	2.368717	1.975232	3.763721	2.047103	1.177052	1.751008	1.95547	2.156804	1.747982	4.050924	0.0	1.58782	0.0	1.912309	0.0	2.150692	0.0	2.344409	0.0	1.994958	0.0	0.0	3.467002	2.738343	2.390137	2.62689	2.797847	0.0	0.0	0.0	1.994525	0.0	0.0	1.88071	1.603467	2.646064	2.157271	0.93776	3.025079	1.564904	2.346738	2.6202	2.005573	3.109617	0.0	0.0	3.459038	0.985291	0.0	1.742932	3.392835	1.832246	0.508241	1.043993	1.930864	0.0	4.70384	1.826155	0.0	0.0	2.407001	0.0	0.0	0.0	2.140437	0.0	2.104025	2.922801	2.85223	1.311416	0.0	2.215295	2.151435	0.0	4.527223	0.961106	1.646557	0.0	6.227878	0.556413	2.806904	0.0	3.084832	0.0	0.0	1.652669	3.161825	0.949618	0.0	0.0	0.0	0.0	0.0	5.938102	2.234992	0.0	1.153187	0.0	1.701683	2.676984	2.261411	4.657321	2.022043	1.269778	2.228114	2.239661	2.318439	3.20593	2.038602	3.747091	1.784096	2.239222	2.310949	1.648637	2.497393	2.182441	2.387111	1.331394	0.831917	1.965717	2.246589	1.651563	0.0	0.0	2.264184	3.50897	2.566473	2.248006	1.37418	1.509746	2.716242	0.0	2.256064	4.213521	1.786873	3.791346	2.245845	1.662693	2.687137	2.312031	0.0	2.375744	2.821599	2.315039	0.0	1.471431	2.506568	1.698762	3.061719	3.227113	2.887978	0.0	0.0	2.318549	2.521879
GCF_030864025.1_00845	0.84	0.0	1.611514	0.94452	0.0	0.0	0.0	0.0	3.287348	6.102126	2.633749	3.671958	1.67703	0.0	2.238147	0.0	0.0	6.510321	0.0	2.733769	0.0	4.398581	0.0	2.223323	0.0	0.0	0.0	0.0	2.941129	0.0	4.364194	2.08256	1.837026	2.539686	3.316369	2.062472	3.282185	7.381581	2.314063	2.862576	2.669895	5.513858	2.610918	6.889268	5.144239	2.575319	5.653272	2.249311	2.418405	0.0	3.108609	0.0	3.389095	0.0	3.936706	0.0	6.872766	0.0	2.600386	0.0	0.0	2.601048	8.088471	2.616945	3.483227	2.048004	0.0	0.0	0.0	2.762973	0.0	0.0	2.197001	2.114163	2.896244	3.904492	0.654188	4.293584	3.60985	2.791704	4.111693	3.507752	2.70095	0.0	0.0	2.497231	4.929297	0.0	1.101205	3.857255	2.41925	3.71196	2.096156	2.344165	0.0	4.571084	4.047793	0.0	0.0	3.206451	0.0	0.0	0.0	3.415185	0.0	3.673675	5.415299	3.740872	3.455102	0.0	2.894365	2.578072	0.0	6.377981	2.750388	3.046497	0.0	8.60179	2.036273	5.246776	0.0	3.920488	0.0	0.0	0.430066	3.078982	1.064525	0.0	0.0	0.0	0.0	0.0	7.853229	4.181888	0.0	1.867045	0.0	2.076775	4.281265	2.637496	4.570067	3.047907	2.639465	2.656743	2.71544	3.539804	4.067993	3.57826	5.778725	3.323489	5.705338	3.441631	3.098581	3.610764	3.550748	4.053294	3.383193	0.351687	1.783871	3.561739	2.479731	0.0	0.0	3.501168	2.40699	3.718017	3.096363	1.324561	2.936938	1.572147	0.0	1.233424	3.068758	3.348148	2.266764	1.877104	3.663468	0.01319	3.817591	0.0	5.340236	5.655603	3.508504	0.0	2.99726	3.996485	3.385679	2.88237	4.11634	2.760928	0.0	0.0	2.540916	3.417658
GCF_001998765.1_01552	0.838991	0.0	0.920934	1.081732	0.0	0.0	0.0	0.0	2.046623	3.428883	1.330651	2.187489	1.660727	0.0	2.194511	0.0	0.0	4.16831	0.0	1.788532	0.0	1.581893	0.0	1.694529	0.0	0.0	0.0	0.0	1.956417	0.0	0.771634	1.706724	1.637705	2.210551	1.048	1.557332	1.455586	3.101985	1.496699	2.273863	1.298992	5.342478	1.703747	2.724449	3.340191	2.108835	2.175384	2.487657	0.0	0.0	2.179689	0.0	2.405385	0.0	0.971154	0.0	3.419102	0.0	2.21065	0.0	0.0	4.844081	6.410253	1.99832	2.102096	1.417758	0.0	0.0	0.0	1.465332	0.0	0.0	1.787603	1.66838	2.172287	1.020567	0.717149	1.930177	1.171899	1.750917	1.661871	2.221537	1.229358	0.0	0.0	1.823576	3.475668	0.0	1.726434	2.297454	1.143089	2.690879	0.910083	1.99699	0.0	4.877959	1.728916	0.0	0.0	2.346052	0.0	0.0	0.0	2.530103	0.0	2.50484	2.623213	2.843753	1.523643	0.0	1.926941	1.768021	0.0	5.834557	2.403369	1.839267	0.0	0.950338	2.459494	2.867077	0.0	1.467433	0.0	0.0	0.947918	3.159996	0.525706	0.0	0.0	0.0	0.0	0.0	2.889441	2.144177	0.0	1.624143	0.0	1.694083	2.598646	1.433871	2.820086	1.601011	1.518396	2.065189	1.734145	2.382448	2.097148	2.145296	3.811408	2.033642	4.906438	2.359589	0.949321	2.183412	1.942178	2.413786	2.002271	0.855786	1.418898	1.552566	1.797158	0.0	0.0	2.313888	1.736185	4.204322	1.792797	1.833859	1.592382	0.965986	0.0	0.128969	1.487979	1.95012	1.699518	1.504497	1.797206	2.172678	2.215018	0.0	2.684493	1.444006	1.821173	0.0	1.379343	1.786862	1.838255	2.213419	3.851174	0.874922	0.0	0.0	1.618019	2.076472
GCF_001998765.1_01511	1.666305	0.0	0.81125	6.295899	0.0	0.0	0.0	0.0	3.063908	5.349085	1.381378	1.750548	1.448203	0.0	1.362847	0.0	0.0	2.43423	0.0	2.56641	0.0	1.850669	0.0	1.187945	0.0	0.0	0.0	0.0	1.870734	0.0	13.876421	1.394674	1.968734	1.718247	1.949916	2.905167	2.841808	2.60879	1.07713	2.107534	2.817001	4.035708	1.920952	1.821523	2.035265	1.488961	1.689837	3.14502	3.216095	0.0	1.685011	0.0	2.261077	0.0	1.219804	0.0	2.355074	0.0	2.128222	0.0	0.0	3.338449	9.031113	2.698881	2.496916	2.362413	0.0	0.0	0.0	1.301198	0.0	0.0	2.679713	1.791006	2.272124	1.964205	18.36304	2.541524	1.371108	1.701647	3.008616	2.043279	2.325646	0.0	0.0	1.922424	4.493507	0.0	0.969222	2.114712	1.711627	2.974263	1.09819	1.641293	0.0	4.956311	1.82478	0.0	0.0	3.864887	0.0	0.0	0.0	2.128913	0.0	2.292311	2.742243	2.630358	2.123168	0.0	1.54956	2.133848	0.0	4.727156	1.433626	1.27661	0.0	1.417246	7.109847	3.077295	0.0	2.018805	0.0	0.0	2.105567	2.288403	2.208704	0.0	0.0	0.0	0.0	0.0	4.307839	2.211783	0.0	1.453583	0.0	1.856406	2.964139	1.24581	3.600828	1.580647	1.97624	2.026529	1.537858	2.316454	1.315624	1.566255	2.4317	2.214591	2.262386	2.467144	1.205518	1.994665	1.72613	2.500854	1.513114	1.103489	1.408896	1.61197	1.653013	0.0	0.0	2.114908	2.102165	2.154406	1.480708	1.945181	1.639892	1.693438	0.0	1.546461	2.360582	1.832676	4.030195	2.322084	1.566816	2.240988	2.564837	0.0	1.920268	2.60227	2.065357	0.0	1.686961	1.527676	2.00454	1.698413	2.73152	1.083676	0.0	0.0	1.943956	1.497365
